RNA84.Aligned.sorted	RNA16.Aligned.sorted	RNA64.Aligned.sorted	RNA77.Aligned.sorted	RNA34.Aligned.sorted	RNA76.Aligned.sorted	RNA13.Aligned.sorted	RNA92.Aligned.sorted	RNA35.Aligned.sorted	RNA68.Aligned.sorted	RNA83.Aligned.sorted	RNA30.Aligned.sorted	RNA80.Aligned.sorted	RNA17.Aligned.sorted	RNA87.Aligned.sorted	RNA44.Aligned.sorted	RNA27.Aligned.sorted	RNA4.Aligned.sorted	RNA42.Aligned.sorted	RNA8.Aligned.sorted	RNA99.Aligned.sorted	RNA73.Aligned.sorted	RNA52.Aligned.sorted	RNA60.Aligned.sorted	RNA7.Aligned.sorted	RNA40.Aligned.sorted	RNA90.Aligned.sorted	RNA55.Aligned.sorted	RNA3.Aligned.sorted	RNA39.Aligned.sorted	RNA31.Aligned.sorted	RNA22.Aligned.sorted	RNA12.Aligned.sorted
1:11029781:11030179:clu_5_+	-0.00080598388213303	0.0130829050067559	0.0130829050067559	0.0880829050067559	0.0309400478638987	-0.0494170949932441	-0.0285837616599108	-0.0210080040841532	-0.0285837616599108	-0.0285837616599108	0.118852135775987	-0.0404885235646727	-0.0285837616599108	-0.00080598388213303	-0.0119170949932441	-0.0349940180701672	0.154749571673423	0.110305127228978	0.0214162383400892	-0.0619170949932441	-0.0210080040841532	-0.0404885235646727	-0.0762028092789584	-0.0210080040841532	-0.0119170949932441	-0.0210080040841532	-0.00080598388213303	-0.0210080040841532	0.0309400478638987	0.0130829050067559	-0.0452504283265775	-0.00080598388213303	-0.0210080040841532
1:94021951:94023386:clu_6_-	0.0135248851339254	0.00803415074820124	-0.037815414729773	-0.0545521990721911	-0.00630785082784285	0.030242568204328	0.0521903734238061	-0.0168898614098534	-0.0168898614098534	0.0381365936166016	0.0801773098295032	0.00139585287586086	0.0343086045537132	0.00939585287586087	-0.00260414712413914	-0.0100668336913033	-0.031589654370516	-0.00260414712413914	0.00803415074820124	-0.0393688530064921	0.00719977444448827	-0.0518999217720265	0.0302905897179662	0.0631853265600714	-0.0205897586349305	-0.00260414712413914	-0.0274268421596001	-0.0651041471241391	-0.0173100294770803	0.0259672814472894	-0.00995708830060971	0.0326071204814946	0.0116815671615751
1:94021951:94030996:clu_6_-	-0.00579782680115438	-0.00677014434862636	0.0213489246754472	0.0380857090178653	-0.00645493552277924	-0.00656307285719394	-0.00701302786169349	-0.0067194857873295	-0.0067194857873295	-0.00645493552277924	-0.00723982637389525	-0.00586234293018664	0.012983294653706	-0.00586234293018664	-0.00552900959685331	-0.00639965636302246	-0.00661596611859244	0.0229023629521663	-0.00677014434862636	-0.00650940175371605	-0.00732639521776834	0.0213489246754472	-0.00728339556176559	-0.00728339556176559	-0.0066680983258701	-0.00639965636302246	-0.00677014434862636	-0.0069178984857422	-0.00650940175371605	-0.0067194857873295	-0.00650940175371605	-0.00682008940905988	-0.0067194857873295
1:94030526:94030996:clu_6_-	-0.00772705833277104	-0.00126400639957502	0.0164664900543257	0.0164664900543257	0.012762786350622	-0.0236794953471341	-0.0451773455621127	0.0236093471971828	0.0236093471971828	-0.0316816580938225	-0.0729374834556081	0.0044664900543257	-0.0472918992074193	-0.00353350994567431	0.00813315672099235	0.0164664900543257	0.0382056204891083	-0.0202982158280272	-0.00126400639957502	0.0458782547602081	0.000126620773279962	0.0305509970965792	-0.0230071941562006	-0.0559019309983059	0.0272578569608006	0.00900380348716151	0.0341969865082264	0.0720220456098813	0.0238194312307963	-0.01924779565996	0.0164664900543257	-0.0257870310724349	-0.0049620813742457
1:94029627:94030428:clu_7_-	-0.00803570313180339	-0.00798280987040489	0.00645705049138502	0.0625622314338479	-0.00852532318664083	0.0534679200566024	-0.00770632236764002	-0.007929138766927	-0.00728207994339759	-0.007929138766927	-0.00770632236764002	-0.00823982642227083	0.0124956978343802	-0.00770632236764002	-0.00852532318664083	-0.00939972700222112	-0.00847935885496222	0.0308717662104486	-0.00813922280054045	-0.0082890729503906	-0.00770632236764002	0.0187315254987793	-0.00818988136183731	-0.0082890729503906	-0.0082890729503906	-0.00833763549895315	-0.00764849215713805	-0.00753014195890147	0.00111136267955323	-0.0094681264550255	-0.00764849215713805	-0.00746957994339759	-0.00728207994339759
1:94029631:94030428:clu_7_-	-0.0363068147316946	0.00352181110137428	-7.493067372355e-05	-0.097618973023806	-0.0130988241323997	-0.00532855386212938	-0.0382830993166748	0.036583210843753	0.0191714461378706	-0.0148873773915411	0.0374744764409009	0.000129192616743878	-0.0414396649732405	0.0147472037136282	0.0341984731648976	0.0777596814319882	0.0445864121242652	-0.0235977846313601	0.0286000175664421	0.0106679496343742	-0.0155558265894021	0.00377008559365294	0.0319941411733316	0.00367494264136714	-0.0103110713446469	0.00717144613787063	0.0262554156035195	-0.0354642127768581	-0.00102527517360479	0.0362412135797311	-0.0271796989002973	-0.00845355386212937	-0.0208285538621294
1:94029631:94031778:clu_7_-	-0.00685345359903895	-0.00680056033764045	0.00763930002414945	0.0817085528228998	-0.0073430736538764	-0.00784983041063315	-0.00652407283487558	-0.00674688923416257	-0.00609983041063315	-0.00674688923416257	-0.00652407283487558	-0.00705757688950639	0.0206223918115891	-0.00652407283487558	-0.0073430736538764	-0.00821747746945668	-0.00729710932219778	0.0166694003585976	-0.00695697326777601	-0.00710682341762616	-0.00652407283487558	0.0131110539431083	-0.00700763182907287	-0.00710682341762616	-0.000113816424619167	-0.00715538596618871	-0.00646624262437361	-0.00634789242613703	-0.00590310909915774	-0.00828587692226106	-0.00646624262437361	-0.00628733041063315	-0.00609983041063315
1:94031120:94031778:clu_7_-	0.051195971462537	0.0112615591066711	-0.0140214198418109	-0.0466518112329417	0.0289672209729169	-0.0402895357838399	0.0525134945191904	-0.0219071828426634	-0.00578953578383989	0.0295634053926307	-0.0232440812383853	0.0151682106950334	0.00832157532727124	-0.000516808511112576	-0.0183300763243804	-0.0601424769603104	-0.0288099439471052	-0.023943381937686	-0.0135038214981256	0.00472794673364263	0.0297862217919177	-0.0356126650355406	-0.0167966279824214	0.0117209537266497	0.0187139607196566	0.00832157532727124	-0.0121406808220078	0.0493422471618966	0.00581702159320929	-0.0184872102024445	0.041294433681809	0.0222104642161601	0.0342104642161601
1:94044744:94046919:clu_8_-	0.0139304321127826	0.00586991623976663	0.0197965466745492	0.056498974681325	0.00530379305136086	0.0442112623936127	-0.0331925837602334	-0.0271224398753413	-0.0175675837602334	0.0218669400492905	0.0093356117284884	-0.0309280910066102	-0.0309280910066102	-0.0309280910066102	-0.00987909169674134	0.0371199162397666	-0.0331925837602334	-0.0426833245009741	0.0127632985927078	-0.00940527032739757	-0.0166484661131746	0.0543074162397666	-0.0250195068371564	-0.0274900290157079	-0.0243306434617259	0.0136824162397666	0.0299723098567879	-0.00918896057182755	-0.00575937765336315	-0.00194258376023337	0.012982789374095	0.0168544087209697	0.0171413857054155
1:94045965:94046919:clu_8_-	-0.0139304321127824	-0.00586991623976657	-0.0197965466745492	-0.056498974681325	-0.00530379305136075	-0.0442112623936127	0.0331925837602334	0.0271224398753413	0.0175675837602334	-0.0218669400492904	-0.0093356117284884	0.0309280910066103	0.0309280910066103	0.0309280910066103	0.00987909169674134	-0.0371199162397666	0.0331925837602334	0.0426833245009742	-0.0127632985927078	0.00940527032739763	0.0166484661131746	-0.0543074162397666	0.0250195068371565	0.0274900290157079	0.0243306434617259	-0.0136824162397666	-0.0299723098567878	0.00918896057182766	0.00575937765336315	0.00194258376023343	-0.0129827893740949	-0.0168544087209696	-0.0171413857054154
1:94055315:94056601:clu_9_-	0.0165380930132141	-0.00131244342777742	-0.013744113327266	0.0177811739776573	0.0110914699195322	0.00183221066027289	0.0771527234807857	-0.0271532965861039	0.0211558821578575	-0.0190011226730604	-0.00826879944073716	0.0303079225530702	-0.0253786736934686	-0.0260824034612377	-0.00329599446793222	0.00366371249177472	-0.0284708196427574	-0.00892047751177011	-0.0133193044912422	0.00688271571077798	-0.0379231410216843	0.0284988773269396	0.0353330481812109	0.00347424678506764	-0.00292969410163185	-0.0211562950868535	0.00903941786748014	-0.0319842144605	0.00984503117309343	0.0311931778450743	-0.00797171090835452	-0.0230434112302744	-0.00160421545656558
1:94055315:94060537:clu_9_-	-0.00954277500877299	-0.00778546831250959	0.00314734776931019	0.0113081490929251	0.00924807466442962	0.0214008524422074	-0.0350895321731772	0.00502102152433304	-0.00464081422445928	-0.00984914755779259	-0.00969131927496431	-0.00631585610050617	-0.00123945368024159	0.0314839805210251	-0.00464081422445928	-0.00830381788746293	-0.00969131927496431	-0.0153935023965023	0.0256622160785711	-0.0399943495779946	0.0794570451027579	-0.0229741475577926	-0.0213912329849283	-0.012850994848433	-0.00940271898636402	-0.00299877809966453	-0.00824441782806284	0.00985193939872914	0.00337200628836126	-0.0167306242417304	0.0100650681284819	0.0252099320441975	0.0176959555349909
1:94056822:94060537:clu_9_-	-0.00699531800444109	0.00909791174028696	0.0105967655579558	-0.0290893230705824	-0.0203395445839618	-0.0232330631024803	-0.0420631913076085	0.0221322750617709	-0.0165150679333982	0.028850270230853	0.0179601187157015	-0.0239920664525641	0.0266181273737102	-0.00540157705978739	0.00793680869239149	0.00464010539568815	0.0381621389177217	0.0243139799082724	-0.0123429115873288	0.0331116338672167	-0.0415339040810736	-0.00552472976914697	-0.0139418151962827	0.0093767480633653	0.0123324130879959	0.0241550731865181	-0.000795000039417237	0.0221322750617709	-0.0132170374614547	-0.0144625536033439	-0.00209335722012738	-0.0021665208139231	-0.0160917400784253
